Worker_ID,Zone,Temperature,Gas_Level,Humidity,Machine_Vibration,Noise_Level,Worker_Fatigue,PPE_Status,Risk_Level
Worker-0297,Assembly Line,45.36,80.31,58.41,9.86,84.05,66.77,Available,WARNING
Worker-0298,Mining Area,29.06,55.71,56.26,2.46,94.71,11.07,Missing,WARNING
Worker-0299,Assembly Line,62.81,109.74,71.59,1.71,81.52,72.18,Available,WARNING
Worker-0300,Assembly Line,50.08,37.61,63.37,7.39,101.35,36.72,Missing,WARNING
Worker-0301,Refinery Zone,64.76,42.05,17.56,5.45,62.84,80.4,Missing,WARNING
Worker-0302,Refinery Zone,30.01,32.38,76.81,1.91,85.93,30.39,Available,SAFE
Worker-0303,Assembly Line,39.12,21.94,92.31,6.86,68.55,62.78,Available,SAFE
Worker-0304,Power Station,59.97,34.21,68.07,6.71,74.52,20.73,Available,SAFE
Worker-0305,Assembly Line,27.31,74.69,50.71,2.57,79.02,82.74,Available,WARNING
Worker-0306,Chemical Plant,53.8,33.13,77.43,7.25,48.08,53.58,Missing,WARNING
Worker-0307,Steel Furnace,30.0,28.06,70.28,8.84,78.59,75.12,Missing,WARNING
Worker-0308,Steel Furnace,54.52,72.74,68.2,7.04,70.17,57.64,Available,WARNING
Worker-0309,Mining Area,43.01,20.64,82.14,5.92,72.59,42.33,Missing,SAFE
Worker-0310,Mining Area,36.97,42.74,66.64,3.52,78.81,82.96,Available,SAFE
Worker-0311,Assembly Line,52.7,38.51,74.78,1.16,87.31,91.84,Missing,WARNING
Worker-0312,Mining Area,30.97,72.15,49.28,8.85,91.16,19.57,Missing,CRITICAL
Worker-0313,Mining Area,50.51,90.95,55.53,1.11,68.01,49.85,Missing,WARNING
Worker-0314,Mining Area,57.0,4.59,38.93,7.69,53.64,14.09,Available,WARNING
Worker-0315,Assembly Line,59.25,87.77,57.91,8.15,71.62,12.95,Available,CRITICAL
Worker-0316,Refinery Zone,46.05,74.05,41.45,1.84,79.77,87.32,Available,WARNING
Worker-0317,Mining Area,59.63,57.53,63.79,5.66,95.02,46.59,Available,WARNING
Worker-0318,Refinery Zone,35.19,0.0,70.22,9.03,102.47,47.69,Available,SAFE
Worker-0319,Refinery Zone,69.18,77.87,92.8,3.14,89.84,53.55,Available,CRITICAL
Worker-0320,Chemical Plant,41.31,23.92,100.0,9.55,71.48,61.06,Available,SAFE
Worker-0321,Steel Furnace,45.65,87.38,47.55,3.29,78.89,40.76,Available,SAFE
Worker-0322,Power Station,35.82,44.07,51.41,9.74,61.15,38.16,Available,SAFE
Worker-0323,Steel Furnace,23.91,42.92,29.91,2.86,90.2,53.91,Available,SAFE
Worker-0324,Assembly Line,40.36,26.2,66.38,5.61,101.81,34.95,Available,SAFE
Worker-0325,Power Station,42.6,61.78,64.26,2.02,59.96,39.34,Available,SAFE
Worker-0326,Assembly Line,61.14,45.53,98.02,9.94,73.79,21.18,Missing,CRITICAL
Worker-0327,Mining Area,34.37,7.16,23.94,9.17,43.32,70.69,Available,SAFE
Worker-0328,Power Station,21.28,67.38,50.34,3.32,77.94,15.06,Available,SAFE
Worker-0329,Steel Furnace,69.18,67.42,54.63,5.11,57.18,41.37,Missing,WARNING
Worker-0330,Chemical Plant,41.83,20.32,57.37,1.72,76.54,40.16,Available,SAFE
Worker-0331,Mining Area,47.53,56.05,38.19,6.34,103.22,10.86,Missing,WARNING
Worker-0332,Assembly Line,55.62,50.83,79.06,7.52,80.74,20.25,Available,WARNING
Worker-0333,Chemical Plant,27.84,47.71,59.34,3.66,70.84,51.31,Available,SAFE
Worker-0334,Chemical Plant,36.77,47.32,63.2,4.09,54.45,71.98,Missing,SAFE
Worker-0335,Refinery Zone,59.54,55.68,47.08,7.06,110.51,33.41,Available,WARNING
Worker-0336,Power Station,60.01,28.23,87.85,8.4,70.0,82.89,Available,CRITICAL
Worker-0337,Mining Area,42.99,65.27,75.87,4.34,40.03,61.09,Missing,SAFE
Worker-0338,Refinery Zone,60.49,73.17,38.18,4.87,66.78,22.12,Missing,CRITICAL
Worker-0339,Chemical Plant,40.38,64.49,86.21,4.07,102.91,16.1,Missing,WARNING
Worker-0340,Chemical Plant,20.0,24.85,79.3,4.28,107.31,28.52,Missing,WARNING
Worker-0341,Assembly Line,44.6,52.0,43.81,5.37,83.48,12.34,Available,SAFE
Worker-0342,Assembly Line,53.19,45.16,51.27,1.28,72.81,42.98,Missing,SAFE
Worker-0343,Refinery Zone,41.12,84.97,71.22,2.05,69.09,91.25,Missing,WARNING
Worker-0344,Refinery Zone,55.45,36.65,83.46,9.86,82.39,34.51,Available,WARNING
Worker-0345,Assembly Line,43.39,56.19,28.58,5.87,52.46,23.1,Available,SAFE
Worker-0346,Refinery Zone,70.99,100.78,72.76,4.96,85.02,35.7,Missing,CRITICAL
Worker-0347,Power Station,33.18,29.48,56.64,3.43,65.56,92.15,Missing,WARNING
Worker-0348,Assembly Line,20.0,63.7,38.55,5.0,79.78,63.23,Missing,SAFE
Worker-0349,Refinery Zone,20.0,37.85,82.02,6.59,114.17,27.11,Missing,WARNING
Worker-0350,Mining Area,38.02,42.35,100.0,3.05,44.94,91.94,Available,SAFE
Worker-0351,Chemical Plant,48.81,56.69,81.72,2.18,76.96,77.19,Missing,WARNING
Worker-0352,Assembly Line,49.04,36.42,72.43,9.5,67.61,22.65,Available,SAFE
Worker-0353,Assembly Line,50.66,44.27,82.52,6.3,73.97,41.9,Missing,SAFE
Worker-0354,Mining Area,31.41,28.66,48.09,5.6,102.49,51.85,Available,SAFE
Worker-0355,Assembly Line,60.84,50.58,58.9,8.45,80.71,74.98,Missing,CRITICAL
Worker-0356,Steel Furnace,53.33,47.24,56.05,8.69,71.97,47.33,Missing,WARNING
Worker-0357,Steel Furnace,53.9,0.0,73.12,1.17,78.89,50.53,Missing,SAFE
Worker-0358,Mining Area,61.86,68.69,44.54,3.69,83.14,40.49,Missing,WARNING
Worker-0359,Mining Area,35.6,66.56,79.06,3.65,85.26,11.22,Missing,SAFE
Worker-0360,Power Station,55.88,57.9,47.17,7.78,83.64,75.36,Available,WARNING
Worker-0361,Power Station,62.83,62.71,67.03,1.8,96.4,51.45,Available,WARNING
Worker-0362,Chemical Plant,42.55,26.38,46.5,4.14,72.11,19.43,Available,SAFE
Worker-0363,Refinery Zone,20.0,50.33,60.02,8.15,58.66,70.1,Missing,WARNING
Worker-0364,Assembly Line,20.89,25.93,44.62,8.23,56.2,88.98,Available,SAFE
Worker-0365,Refinery Zone,57.44,40.15,54.71,3.03,40.0,64.44,Missing,WARNING
Worker-0366,Refinery Zone,45.9,51.93,87.21,2.11,48.82,85.54,Missing,WARNING
Worker-0367,Assembly Line,20.0,49.6,96.01,1.65,99.78,68.02,Available,SAFE
Worker-0368,Chemical Plant,57.11,20.66,69.53,5.97,85.11,54.21,Missing,WARNING
Worker-0369,Steel Furnace,50.89,32.28,59.49,3.56,40.0,21.38,Missing,SAFE
Worker-0370,Refinery Zone,37.14,48.81,43.55,1.0,97.42,53.45,Available,SAFE
Worker-0371,Mining Area,40.08,48.88,76.5,3.85,57.66,18.66,Missing,SAFE
Worker-0372,Assembly Line,24.81,24.52,50.48,8.1,92.49,85.81,Missing,WARNING
Worker-0373,Assembly Line,57.76,41.57,67.81,1.8,72.94,68.4,Missing,WARNING
Worker-0374,Mining Area,20.0,41.64,88.45,1.04,93.52,24.19,Missing,WARNING
Worker-0375,Mining Area,59.48,75.9,61.77,3.68,78.95,18.96,Missing,CRITICAL
Worker-0376,Mining Area,54.24,75.1,57.21,9.61,66.0,52.53,Available,WARNING
Worker-0377,Chemical Plant,23.34,0.0,48.99,4.33,50.59,14.45,Available,SAFE
Worker-0378,Mining Area,38.2,81.31,66.53,2.91,81.01,65.88,Available,SAFE
Worker-0379,Refinery Zone,60.59,43.11,73.41,6.47,53.56,35.1,Available,SAFE
Worker-0380,Steel Furnace,50.65,22.45,42.61,6.8,97.51,43.59,Available,SAFE
Worker-0381,Refinery Zone,31.49,60.96,53.43,4.31,87.06,14.94,Missing,SAFE
Worker-0382,Mining Area,45.61,19.95,74.82,1.13,64.74,42.22,Missing,SAFE
Worker-0383,Chemical Plant,41.57,20.14,10.0,5.78,71.18,60.59,Available,SAFE
Worker-0384,Mining Area,44.71,38.43,60.45,7.1,85.94,36.51,Available,SAFE
Worker-0385,Mining Area,55.73,62.95,68.77,2.13,75.39,11.44,Available,SAFE
Worker-0386,Mining Area,55.09,59.8,52.92,1.16,63.53,34.93,Available,SAFE
Worker-0387,Refinery Zone,46.53,83.73,35.22,1.01,45.65,35.48,Available,SAFE
Worker-0388,Mining Area,47.47,46.27,63.47,8.02,79.88,48.93,Available,SAFE
Worker-0389,Chemical Plant,20.99,24.29,57.93,7.73,42.14,50.27,Missing,WARNING
Worker-0390,Refinery Zone,45.31,50.77,34.8,2.76,62.67,21.97,Available,SAFE
Worker-0391,Refinery Zone,64.22,58.94,37.77,8.3,79.93,64.06,Missing,CRITICAL
Worker-0392,Chemical Plant,68.71,19.62,43.78,9.26,49.85,34.69,Available,WARNING
Worker-0393,Power Station,59.81,43.1,53.6,2.33,78.04,10.67,Missing,WARNING
Worker-0394,Assembly Line,32.47,97.24,27.85,5.51,78.69,67.77,Missing,WARNING
Worker-0395,Assembly Line,42.15,36.06,56.39,5.92,102.46,46.79,Missing,WARNING
Worker-0396,Steel Furnace,23.64,38.33,51.42,9.65,86.77,26.74,Available,SAFE
Worker-0397,Mining Area,21.03,56.55,100.0,1.66,47.74,62.9,Missing,WARNING
Worker-0398,Chemical Plant,51.39,45.48,47.17,5.29,84.76,71.06,Available,SAFE
Worker-0399,Assembly Line,55.8,12.67,40.87,6.09,84.45,75.59,Missing,WARNING
Worker-0400,Chemical Plant,40.3,44.98,34.99,3.9,87.09,82.08,Available,SAFE
Worker-0401,Steel Furnace,37.95,51.65,51.27,5.33,73.68,66.31,Available,SAFE
Worker-0402,Power Station,39.62,28.81,74.88,9.94,71.38,13.82,Missing,WARNING
Worker-0403,Chemical Plant,35.26,78.03,88.39,9.27,62.99,90.83,Available,CRITICAL
Worker-0404,Chemical Plant,20.0,70.19,46.31,6.08,90.81,40.48,Missing,WARNING
Worker-0405,Power Station,26.83,63.27,60.29,2.99,55.92,13.31,Available,SAFE
Worker-0406,Power Station,38.89,62.16,62.12,4.93,86.69,59.31,Missing,SAFE
Worker-0407,Assembly Line,69.26,47.61,42.02,9.05,48.39,90.45,Missing,CRITICAL
Worker-0408,Mining Area,42.16,68.04,57.45,5.48,105.22,27.4,Missing,WARNING
Worker-0409,Mining Area,26.21,54.09,77.74,2.86,66.58,16.05,Available,SAFE
Worker-0410,Power Station,20.0,49.97,68.73,3.99,83.09,68.96,Available,SAFE
Worker-0411,Steel Furnace,55.2,74.81,24.43,4.83,81.39,13.19,Available,WARNING
Worker-0412,Mining Area,50.22,32.82,46.49,9.76,75.68,29.22,Available,SAFE
Worker-0413,Steel Furnace,28.69,17.85,73.59,7.68,52.02,82.12,Available,SAFE
Worker-0414,Steel Furnace,20.0,28.06,83.88,8.35,55.38,25.44,Available,SAFE
Worker-0415,Steel Furnace,56.75,38.71,48.05,6.32,103.45,66.19,Available,WARNING
Worker-0416,Assembly Line,46.28,24.79,43.39,8.03,85.45,59.62,Missing,WARNING
Worker-0417,Refinery Zone,54.76,7.42,81.04,7.83,55.04,18.71,Missing,WARNING
Worker-0418,Mining Area,74.94,122.75,72.13,8.45,71.34,69.26,Available,CRITICAL
Worker-0419,Steel Furnace,40.19,89.88,64.6,7.56,84.95,83.24,Missing,CRITICAL
Worker-0420,Refinery Zone,57.58,29.57,48.83,4.02,53.0,93.17,Missing,WARNING
Worker-0421,Refinery Zone,51.59,64.47,69.16,9.52,108.49,52.18,Missing,WARNING
Worker-0422,Chemical Plant,28.62,35.32,73.91,4.46,91.98,12.14,Available,SAFE
Worker-0423,Mining Area,22.23,36.07,77.81,5.92,86.5,92.2,Available,SAFE
Worker-0424,Assembly Line,45.11,28.49,73.98,2.61,83.42,78.0,Available,SAFE
Worker-0425,Power Station,20.0,72.43,50.42,3.61,57.74,84.07,Available,WARNING
Worker-0426,Refinery Zone,60.9,60.43,73.67,6.15,47.68,80.79,Available,WARNING
Worker-0427,Mining Area,39.46,48.58,24.48,3.76,83.17,40.0,Available,SAFE
Worker-0428,Chemical Plant,22.16,72.82,47.41,1.62,105.67,76.62,Available,WARNING
Worker-0429,Steel Furnace,36.96,2.32,37.67,1.51,99.72,41.78,Missing,WARNING
Worker-0430,Power Station,47.4,57.54,82.35,2.79,103.97,45.56,Missing,WARNING
Worker-0431,Assembly Line,38.8,51.51,40.72,4.89,55.86,93.33,Available,SAFE
Worker-0432,Assembly Line,45.49,26.04,55.39,7.64,56.52,69.89,Missing,WARNING
Worker-0433,Refinery Zone,20.0,21.76,30.07,2.85,62.0,51.06,Missing,SAFE
Worker-0434,Mining Area,31.17,19.9,64.15,6.43,76.39,16.54,Missing,SAFE
Worker-0435,Assembly Line,36.8,38.21,93.47,6.84,101.81,32.73,Available,SAFE
Worker-0436,Power Station,57.17,16.29,76.38,3.82,105.76,33.04,Available,WARNING
Worker-0437,Assembly Line,60.26,51.79,71.03,2.82,81.81,59.94,Missing,WARNING
Worker-0438,Power Station,60.71,74.24,55.41,6.25,74.13,31.51,Missing,CRITICAL
Worker-0439,Chemical Plant,53.58,43.45,82.49,2.7,68.32,67.16,Available,SAFE
Worker-0440,Steel Furnace,44.65,40.64,64.51,9.23,67.61,46.89,Available,SAFE
Worker-0441,Refinery Zone,38.45,4.84,94.99,6.74,102.63,30.57,Missing,WARNING
Worker-0442,Power Station,37.46,51.59,65.88,7.65,70.31,11.17,Available,SAFE
Worker-0443,Steel Furnace,33.24,27.74,41.68,1.56,58.36,49.01,Missing,SAFE
Worker-0444,Power Station,55.23,82.18,48.4,9.56,79.79,81.27,Missing,CRITICAL
Worker-0445,Mining Area,52.5,56.8,61.52,2.8,89.85,62.43,Available,SAFE
Worker-0446,Power Station,58.04,67.18,44.73,4.34,75.76,88.27,Missing,WARNING
Worker-0447,Refinery Zone,61.09,104.1,44.28,9.06,47.38,66.65,Missing,CRITICAL
Worker-0448,Chemical Plant,41.54,81.33,33.23,7.35,88.86,46.35,Missing,CRITICAL
Worker-0449,Mining Area,74.89,25.83,49.01,5.0,92.19,11.86,Missing,WARNING
Worker-0450,Mining Area,45.38,0.0,59.72,9.34,61.21,18.96,Missing,WARNING
Worker-0451,Refinery Zone,37.6,81.09,34.87,2.44,91.26,23.64,Available,WARNING
Worker-0452,Steel Furnace,56.86,53.5,71.41,1.99,94.36,34.58,Missing,WARNING
Worker-0453,Assembly Line,28.72,24.36,100.0,4.21,99.89,40.07,Missing,WARNING
Worker-0454,Mining Area,52.23,58.68,70.98,9.58,69.9,37.77,Missing,WARNING
Worker-0455,Power Station,46.29,0.0,55.4,5.98,57.97,52.77,Available,SAFE
Worker-0456,Assembly Line,50.51,37.16,78.44,8.73,84.65,73.61,Available,SAFE
Worker-0457,Mining Area,75.85,16.73,69.47,2.61,56.47,68.99,Missing,WARNING
Worker-0458,Mining Area,38.74,37.62,79.52,5.63,93.37,23.72,Available,SAFE
Worker-0459,Assembly Line,34.36,13.54,55.66,5.67,68.83,61.66,Available,SAFE
Worker-0460,Refinery Zone,24.34,30.88,80.43,4.74,116.77,46.46,Missing,WARNING
Worker-0461,Assembly Line,73.06,54.74,42.63,5.5,85.69,45.02,Available,SAFE
Worker-0462,Steel Furnace,49.92,68.11,39.72,6.45,76.71,19.96,Missing,SAFE
Worker-0463,Power Station,31.57,34.8,40.08,4.53,88.02,86.13,Missing,WARNING
Worker-0464,Refinery Zone,45.57,8.79,54.01,8.13,74.0,15.87,Missing,WARNING
Worker-0465,Chemical Plant,84.31,17.2,89.28,3.28,94.94,10.85,Available,WARNING
Worker-0466,Mining Area,49.21,88.97,67.44,8.59,82.78,51.23,Available,WARNING
Worker-0467,Mining Area,61.45,29.36,33.62,8.69,70.94,85.02,Missing,CRITICAL
Worker-0468,Refinery Zone,33.0,43.41,84.75,9.12,65.85,27.3,Missing,WARNING
Worker-0469,Chemical Plant,57.73,0.0,47.87,4.38,79.23,78.32,Available,WARNING
Worker-0470,Refinery Zone,20.0,60.49,47.29,4.35,51.21,15.84,Available,SAFE
Worker-0471,Refinery Zone,35.93,0.0,77.94,7.38,100.5,10.71,Available,SAFE
Worker-0472,Mining Area,54.77,16.56,55.97,8.24,74.87,75.69,Available,SAFE
Worker-0473,Power Station,33.99,47.05,69.15,8.04,104.12,73.9,Missing,WARNING
Worker-0474,Chemical Plant,46.26,80.26,68.2,6.58,57.78,73.09,Available,SAFE
Worker-0475,Chemical Plant,38.35,33.01,65.93,9.17,84.26,74.49,Missing,WARNING
Worker-0476,Chemical Plant,70.5,71.79,63.81,6.69,93.83,23.3,Available,CRITICAL
Worker-0477,Assembly Line,72.14,39.55,43.05,3.82,61.96,30.53,Missing,WARNING
Worker-0478,Power Station,39.44,9.86,60.31,2.69,93.05,16.54,Missing,WARNING
Worker-0479,Assembly Line,31.38,82.98,70.22,8.17,95.61,33.12,Missing,CRITICAL
Worker-0480,Assembly Line,28.62,67.26,63.44,3.92,86.07,32.91,Available,SAFE
Worker-0481,Assembly Line,53.96,21.29,69.26,3.38,47.66,66.27,Available,SAFE
Worker-0482,Assembly Line,53.28,60.64,46.06,1.8,86.64,69.41,Available,SAFE
Worker-0483,Power Station,29.87,0.0,66.99,1.35,43.7,66.68,Available,SAFE
Worker-0484,Chemical Plant,55.19,37.45,53.41,9.11,89.64,94.67,Missing,CRITICAL
Worker-0485,Assembly Line,50.03,52.9,69.39,1.61,44.29,18.07,Missing,SAFE
Worker-0486,Power Station,56.35,60.31,39.67,1.2,70.12,40.64,Missing,WARNING
Worker-0487,Chemical Plant,50.01,80.78,81.64,3.09,48.76,11.22,Missing,WARNING
Worker-0488,Refinery Zone,54.33,78.22,67.74,6.07,96.82,63.09,Missing,WARNING
Worker-0489,Power Station,48.74,71.13,62.9,7.81,75.48,47.59,Missing,CRITICAL
Worker-0490,Steel Furnace,32.72,83.31,70.0,9.35,47.01,88.98,Missing,CRITICAL
Worker-0491,Power Station,50.51,0.0,72.51,6.34,92.7,14.53,Missing,WARNING
Worker-0492,Mining Area,74.31,32.36,38.82,9.48,104.63,24.23,Missing,CRITICAL
Worker-0493,Power Station,74.44,45.09,80.23,3.48,101.83,23.28,Missing,WARNING
Worker-0494,Assembly Line,63.46,87.13,71.26,5.1,57.4,66.76,Missing,CRITICAL
Worker-0495,Steel Furnace,39.97,53.56,91.08,8.54,92.08,78.24,Available,WARNING
Worker-0496,Power Station,45.65,58.95,10.0,2.38,69.07,58.67,Missing,SAFE
Worker-0497,Steel Furnace,50.79,39.89,95.11,4.19,106.46,14.42,Missing,WARNING
Worker-0498,Chemical Plant,43.89,33.71,63.9,8.93,59.83,85.05,Missing,WARNING
Worker-0499,Refinery Zone,28.04,60.57,72.59,3.58,58.91,78.22,Missing,WARNING
Worker-0500,Refinery Zone,48.8,65.51,59.33,8.63,84.09,15.3,Missing,WARNING
Worker-0501,Assembly Line,37.25,40.09,55.88,1.64,60.07,27.92,Available,SAFE
Worker-0502,Assembly Line,42.35,6.28,50.18,2.51,69.3,22.52,Available,SAFE
Worker-0503,Steel Furnace,44.07,56.99,77.49,3.94,62.0,35.45,Missing,SAFE
Worker-0504,Chemical Plant,37.69,36.2,44.6,7.07,49.08,15.32,Missing,WARNING
Worker-0505,Chemical Plant,53.93,31.06,51.74,8.78,56.47,23.17,Missing,WARNING
Worker-0506,Chemical Plant,44.53,23.79,71.46,8.23,40.0,21.66,Available,SAFE
Worker-0507,Assembly Line,47.76,112.33,67.0,3.46,54.92,51.47,Available,SAFE
Worker-0508,Chemical Plant,43.79,24.17,78.31,1.51,64.01,45.58,Missing,SAFE
Worker-0509,Mining Area,71.08,36.97,96.65,7.99,91.28,83.29,Missing,CRITICAL
Worker-0510,Power Station,50.91,0.0,54.42,2.76,91.9,51.6,Missing,WARNING
Worker-0511,Refinery Zone,44.21,87.6,84.94,4.25,73.76,83.08,Available,WARNING
Worker-0512,Mining Area,20.0,21.89,91.26,2.13,69.52,26.7,Missing,WARNING
Worker-0513,Mining Area,73.56,85.65,100.0,3.07,71.82,56.98,Missing,CRITICAL
Worker-0514,Power Station,67.15,15.81,64.34,2.67,53.05,33.68,Available,SAFE
Worker-0515,Power Station,35.88,31.52,49.03,9.34,91.67,92.44,Available,WARNING
Worker-0516,Steel Furnace,28.43,50.51,84.36,4.31,64.74,17.4,Missing,SAFE
Worker-0517,Steel Furnace,62.7,49.85,49.38,7.05,84.68,28.74,Available,WARNING
Worker-0518,Assembly Line,51.13,37.3,43.23,1.01,57.27,84.01,Available,SAFE
Worker-0519,Refinery Zone,53.02,75.72,47.25,5.12,84.17,39.85,Available,SAFE
Worker-0520,Assembly Line,44.53,22.26,41.27,3.14,61.64,87.22,Available,SAFE
Worker-0521,Refinery Zone,20.0,0.0,47.86,5.39,84.15,46.55,Missing,SAFE
Worker-0522,Chemical Plant,37.11,79.71,52.3,1.27,82.66,27.38,Available,SAFE
Worker-0523,Mining Area,47.12,0.0,75.36,5.59,79.31,52.61,Available,SAFE
Worker-0524,Mining Area,20.0,88.12,54.25,1.22,80.75,48.17,Missing,WARNING
Worker-0525,Mining Area,36.45,53.24,29.66,2.56,90.01,42.28,Missing,WARNING
Worker-0526,Steel Furnace,38.25,76.43,49.29,7.95,82.17,30.14,Available,WARNING
Worker-0527,Power Station,55.28,91.22,56.49,1.6,88.37,11.63,Missing,CRITICAL
Worker-0528,Power Station,46.47,77.4,45.62,4.11,89.9,12.56,Available,SAFE
Worker-0529,Steel Furnace,46.38,51.31,57.68,6.5,79.29,67.67,Available,SAFE
Worker-0530,Chemical Plant,58.04,33.61,42.22,3.53,94.11,91.89,Missing,CRITICAL
Worker-0531,Power Station,58.14,81.82,47.92,4.99,70.41,32.19,Available,WARNING
Worker-0532,Assembly Line,59.95,33.34,72.81,1.56,71.19,17.85,Available,SAFE
Worker-0533,Steel Furnace,49.86,16.31,61.7,3.22,40.0,50.03,Missing,SAFE
Worker-0534,Refinery Zone,63.09,64.44,69.33,9.14,105.42,79.48,Missing,CRITICAL
Worker-0535,Assembly Line,30.77,88.68,78.64,9.06,70.27,87.28,Missing,CRITICAL
Worker-0536,Refinery Zone,62.03,17.34,43.51,2.66,62.83,39.08,Available,SAFE
Worker-0537,Assembly Line,63.35,38.53,67.05,5.78,63.59,34.48,Missing,WARNING
Worker-0538,Refinery Zone,20.0,43.28,32.63,2.48,114.75,19.91,Available,SAFE
Worker-0539,Chemical Plant,58.67,47.64,85.27,6.93,58.07,89.18,Missing,CRITICAL
Worker-0540,Mining Area,48.96,76.81,74.65,4.6,80.77,37.78,Missing,WARNING
Worker-0541,Refinery Zone,43.16,47.33,37.4,2.07,120.0,93.35,Missing,WARNING
Worker-0542,Refinery Zone,67.75,60.05,61.44,5.79,70.76,18.78,Missing,WARNING
Worker-0543,Assembly Line,48.87,13.96,66.68,8.37,71.89,93.6,Missing,WARNING
Worker-0544,Steel Furnace,20.0,23.49,51.73,3.04,112.75,62.19,Missing,WARNING
Worker-0545,Assembly Line,52.29,6.32,81.65,8.39,65.58,50.57,Available,SAFE
Worker-0546,Steel Furnace,25.69,10.07,48.33,2.88,95.77,17.2,Missing,WARNING
Worker-0547,Power Station,22.21,0.0,50.98,4.43,86.03,78.71,Missing,WARNING
Worker-0548,Power Station,38.83,73.85,22.61,9.39,67.23,20.08,Missing,CRITICAL
Worker-0549,Refinery Zone,47.86,56.23,49.8,5.28,75.69,44.66,Missing,SAFE
Worker-0550,Chemical Plant,51.8,20.44,61.18,7.43,83.94,15.82,Missing,WARNING
Worker-0551,Mining Area,30.56,39.83,72.2,6.96,78.14,16.53,Available,SAFE
Worker-0552,Power Station,55.72,0.0,83.18,8.33,68.27,62.01,Available,WARNING
Worker-0553,Power Station,24.42,27.26,54.23,4.72,59.32,67.44,Missing,SAFE
Worker-0554,Mining Area,36.67,50.11,35.96,2.41,67.09,80.32,Available,SAFE
Worker-0555,Power Station,43.6,31.77,29.71,5.52,81.43,72.18,Missing,SAFE
Worker-0556,Steel Furnace,48.38,62.32,34.61,7.77,109.05,55.16,Available,SAFE
Worker-0557,Power Station,34.0,90.45,75.5,2.32,86.06,80.8,Missing,WARNING
Worker-0558,Refinery Zone,63.01,48.51,20.66,9.24,52.66,31.35,Available,WARNING
Worker-0559,Refinery Zone,44.15,75.47,20.98,6.16,77.87,37.64,Available,SAFE
Worker-0560,Refinery Zone,43.58,55.49,42.72,7.04,100.59,78.46,Available,WARNING
Worker-0561,Mining Area,43.06,59.5,45.86,9.91,92.11,12.19,Missing,WARNING
Worker-0562,Chemical Plant,69.74,71.77,45.41,9.45,82.23,25.4,Missing,CRITICAL
Worker-0563,Refinery Zone,25.6,59.31,69.01,4.75,40.0,23.62,Available,SAFE
Worker-0564,Chemical Plant,40.49,14.76,67.78,1.76,80.03,43.41,Missing,SAFE
Worker-0565,Mining Area,60.73,86.39,50.33,1.21,62.76,80.97,Missing,CRITICAL
Worker-0566,Steel Furnace,52.37,36.05,57.21,1.46,89.79,13.35,Available,SAFE
Worker-0567,Steel Furnace,20.0,77.96,61.45,1.1,66.77,76.93,Missing,WARNING
Worker-0568,Power Station,43.66,44.06,25.38,9.76,104.9,56.26,Missing,WARNING
Worker-0569,Steel Furnace,59.27,19.47,69.47,4.37,69.65,56.74,Missing,WARNING
Worker-0570,Assembly Line,43.51,29.93,68.65,3.02,84.4,29.22,Missing,SAFE
Worker-0571,Refinery Zone,43.34,22.58,76.84,1.75,67.62,27.95,Missing,SAFE
Worker-0572,Chemical Plant,20.0,35.63,39.23,5.77,42.37,23.72,Missing,SAFE
Worker-0573,Chemical Plant,64.93,52.83,47.87,2.34,84.12,32.79,Available,SAFE
Worker-0574,Steel Furnace,27.68,1.2,52.2,1.31,78.16,43.31,Missing,SAFE
Worker-0575,Power Station,30.81,60.21,33.66,8.97,90.52,86.13,Missing,WARNING
Worker-0576,Chemical Plant,29.97,26.19,30.66,7.05,64.97,80.22,Missing,WARNING
Worker-0577,Chemical Plant,59.68,58.05,37.93,7.64,68.38,40.64,Missing,CRITICAL
Worker-0578,Power Station,27.05,67.34,77.86,8.79,111.59,34.6,Available,SAFE
Worker-0579,Assembly Line,79.22,29.56,29.3,3.97,40.0,57.96,Missing,WARNING
Worker-0580,Refinery Zone,39.42,55.93,63.7,8.41,83.51,57.28,Missing,WARNING
Worker-0581,Power Station,30.72,28.08,44.55,8.79,91.6,18.74,Missing,WARNING
Worker-0582,Refinery Zone,58.51,56.28,83.67,6.35,51.44,61.27,Missing,WARNING
Worker-0583,Chemical Plant,56.03,89.54,26.87,7.92,64.51,29.23,Available,CRITICAL
Worker-0584,Assembly Line,29.25,63.94,87.41,2.97,88.9,15.1,Available,SAFE
Worker-0585,Power Station,49.26,20.3,43.06,5.31,99.99,88.95,Missing,WARNING
Worker-0586,Power Station,38.73,0.0,38.58,5.93,113.23,24.85,Available,SAFE
Worker-0587,Refinery Zone,60.11,13.63,63.69,6.08,93.76,52.52,Available,WARNING
Worker-0588,Refinery Zone,20.0,71.47,56.54,2.29,90.44,70.75,Missing,WARNING
Worker-0589,Refinery Zone,48.43,0.0,72.06,8.13,80.96,67.49,Missing,WARNING
Worker-0590,Refinery Zone,50.51,48.7,42.38,6.96,60.76,63.87,Missing,SAFE
Worker-0591,Chemical Plant,41.43,46.15,41.91,6.99,98.46,57.31,Available,SAFE
Worker-0592,Chemical Plant,31.83,35.55,64.63,1.93,87.93,44.17,Available,SAFE
